Geo Shape;NOM_ARRET;ID_PROJET;NOM_PROJET;ID_TRONCON;TRONCON;NATURE;ID_MODE;MODE;SOUS_MODE;COR_EXIST;TERMINUS;PHASE;VARIANTE;CREATION;PROLONG;AMELIOR;STATUT;MES;MES_date;DUP;DUP_DATE;OPENDATA;geo_point_2d
"{""type"": ""Point"", ""coordinates"": [2.362591469689739, 48.72808339047629]}";Aéroport d'Orly;122;GPE - m14;122;GPE - ligne 14 - sud;arrêt;1;1;1;1;1;sud;;1;0;0;7;0;;0;;1;48.7280833905, 2.36259146969
"{""type"": ""Point"", ""coordinates"": [2.346577368641346, 48.91746710608594]}";Saint-Denis Pleyel;122;GPE - m14;122;GPE - ligne 14 - nord - phase 2;arrêt;1;1;1;1;1;nord/2;;1;0;0;7;0;;0;;1;48.9174671061, 2.34657736864
"{""type"": ""Point"", ""coordinates"": [1.683650609807542, 49.00112878311146]}";;214;bus Mantes la-Jolie;214;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;2;2;0;0;;;1;0;0;3;0;1899-12-30T00:00:00+00:00;0;;1;49.0011287831, 1.68365060981
"{""type"": ""Point"", ""coordinates"": [1.678622953528655, 49.0015521860253]}";;214;bus Mantes la-Jolie;214;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;2;2;0;0;;;1;0;0;3;0;1899-12-30T00:00:00+00:00;0;;1;49.001552186, 1.67862295353
"{""type"": ""Point"", ""coordinates"": [1.668897436008981, 49.00232387548114]}";;214;bus Mantes la-Jolie;214;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;2;2;0;0;;;1;0;0;3;0;1899-12-30T00:00:00+00:00;0;;1;49.0023238755, 1.66889743601
"{""type"": ""Point"", ""coordinates"": [2.454714211064978, 48.87833670193852]}";Hôpital;110;metro 11 - RBP;110;ligne 11 à Rosny-Bois-Perrier;arrêt;1;1;1;0;0;;;0;1;0;9;0;;1;;1;48.8783367019, 2.45471421106
"{""type"": ""Point"", ""coordinates"": [2.407576768063945, 48.62508421000367]}";Monnet;318;Tram 12;318;Tram-Train Massy-Évry;arrêt;3;3;5;0;0;;;1;0;0;8;0;;1;;1;48.62508421, 2.40757676806
"{""type"": ""Point"", ""coordinates"": [2.411316465458828, 48.943567397939006]}";Dugny-La Courneuve;317;Tram 11;317;Tangentielle Nord : Epinay - Le Bourget (Phase 1);arrêt;3;3;5;0;0;;;1;0;0;9;0;;1;;1;48.9435673979, 2.41131646546
"{""type"": ""Point"", ""coordinates"": [2.473405139295647, 48.862154421772075]}";Côte du Nord;304;Tram 01 - VDF;304;T1 Est : Noisy-Le-Sec - Val de Fontenay;arrêt;3;3;4;0;0;;;0;1;0;8;0;;1;;1;48.8621544218, 2.4734051393
"{""type"": ""Point"", ""coordinates"": [2.362618263949531, 48.665319923402194]}";Viry - Coteaux de l'Orge;318;Tram 12;318;Tram-Train Massy-Évry;arrêt;3;3;5;0;0;;;1;0;0;8;0;;1;;1;48.6653199234, 2.36261826395
"{""type"": ""Point"", ""coordinates"": [2.371962954932882, 48.69852307789069]}";Pyramide;312;Tram 07;312;T7 : Athis Mons - Juvisy (Phase 2);arrêt;3;3;4;0;0;2;;0;1;0;8;0;;1;;1;48.6985230779, 2.37196295493
"{""type"": ""Point"", ""coordinates"": [2.24950654588259, 48.774257567169506]}";Novéos;316;Tram 10;316;T10 : Tramway Antony - Clamart;arrêt;3;3;4;0;0;;;1;0;0;7;0;;1;;1;48.7742575672, 2.24950654588
"{""type"": ""Point"", ""coordinates"": [2.254174463626753, 48.76677097301019]}";Centre commercial;316;Tram 10;316;T10 : Tramway Antony - Clamart;arrêt;3;3;4;0;0;;;1;0;0;7;0;;1;;1;48.766770973, 2.25417446363
"{""type"": ""Point"", ""coordinates"": [2.467356117418251, 48.882243731337404]}";Londeau-Domus;110;metro 11 - RBP;110;ligne 11 à Rosny-Bois-Perrier;arrêt;1;1;1;0;0;;;0;1;0;9;0;;1;;1;48.8822437313, 2.46735611742
"{""type"": ""Point"", ""coordinates"": [2.156111392846987, 48.72375900947253]}";Raoul Dautry - CEA;218;bus Massy - Saclay;218;TCSP Plateau de Saclay (Phase 2);arrêt;2;2;2;0;0;2;;0;1;0;9;0;;1;;1;48.7237590095, 2.15611139285
"{""type"": ""Point"", ""coordinates"": [2.14986986236651, 48.711880205475026]}";Orme des Merisiers;218;bus Massy - Saclay;218;TCSP Plateau de Saclay (Phase 2);arrêt;2;2;2;0;0;2;;0;1;0;9;0;;1;;1;48.7118802055, 2.14986986237
"{""type"": ""Point"", ""coordinates"": [2.450524653651714, 48.88831917893041]}";Rue Hélène;304;Tram 01 - VDF;304;T1 Est : Noisy-Le-Sec - Val de Fontenay;arrêt;3;3;4;0;0;;1;0;1;0;8;0;;1;;1;48.8883191789, 2.45052465365
"{""type"": ""Point"", ""coordinates"": [2.255501807351806, 48.93336189342038]}";Valmy Nord;302;Tram 01 - Colombes;302;T1 Ouest : Asnières - Colombes;arrêt;3;3;4;0;0;;;0;1;0;7;0;;1;;1;48.9333618934, 2.25550180735
"{""type"": ""Point"", ""coordinates"": [2.247996928922029, 48.92818096276545]}";Stade Yves du Manoir;302;Tram 01 - Colombes;302;T1 Ouest : Asnières - Colombes;arrêt;3;3;4;0;0;;;0;1;0;7;0;;1;;1;48.9281809628, 2.24799692892
"{""type"": ""Point"", ""coordinates"": [2.041072289675926, 48.93326540612854]}";Poissy;414;Train E - Ouest;414;RER E à l'Ouest - Mantes;arrêt;4;4;6;1;0;;;0;1;0;9;0;;1;;1;48.9332654061, 2.04107228968
"{""type"": ""Point"", ""coordinates"": [1.703016134167223, 48.989502508030505]}";Mantes-la-Jolie;414;Train E - Ouest;414;RER E à l'Ouest - Mantes;arrêt;4;4;6;1;1;;;0;1;0;9;0;;1;;1;48.989502508, 1.70301613417
"{""type"": ""Point"", ""coordinates"": [2.40237232941767, 48.89116103102418]}";Hoche;244;TZen3;244;TZen3 : TCSP RN3;arrêt;2;2;3;1;0;;;1;0;0;7;0;;0;;1;48.891161031, 2.40237232942
"{""type"": ""Point"", ""coordinates"": [2.413425722094125, 48.893296370506484]}";Eglise de Pantin;244;TZen3;244;TZen3 : TCSP RN3;arrêt;2;2;3;1;0;;;1;0;0;7;0;;0;;1;48.8932963705, 2.41342572209
"{""type"": ""Point"", ""coordinates"": [2.257515004584036, 48.724729144431684]}";Massy - Palaiseau;318;Tram 12;318;Tram-Train Massy-Évry;arrêt;3;3;5;1;1;;;1;0;0;8;0;;1;;1;48.7247291444, 2.25751500458
"{""type"": ""Point"", ""coordinates"": [2.383402377162208, 48.65212869296523]}";Grigny ZAC;318;Tram 12;318;Tram-Train Massy-Évry;arrêt;3;3;5;1;0;;;1;0;0;8;0;;1;;1;48.652128693, 2.38340237716
"{""type"": ""Point"", ""coordinates"": [2.459700070144242, 48.897297475952286]}";Noisy-le-Sec;317;Tram 11;317;Tangentielle Nord : Le Bourget - Noisy-Le-Sec (Phase 2);arrêt;3;3;5;1;1;;;1;0;0;7;0;;1;;1;48.897297476, 2.45970007014
"{""type"": ""Point"", ""coordinates"": [2.460330069519439, 48.89591583620302]}";Gare RER - Noisy-le-Sec;304;Tram 01 - VDF;304;T1 Est : Noisy-Le-Sec - Val de Fontenay;arrêt;3;3;4;1;1;;;0;1;0;8;1;;1;;1;48.8959158362, 2.46033006952
"{""type"": ""Point"", ""coordinates"": [2.48977990679502, 48.85484532349485]}";Gare RER - Val de Fontenay;304;Tram 01 - VDF;304;T1 Est : Noisy-Le-Sec - Val de Fontenay;arrêt;3;3;4;1;1;;;0;1;0;8;0;;1;;1;48.8548453235, 2.4897799068
"{""type"": ""Point"", ""coordinates"": [2.447358159976188, 48.872916626184406]}";Route de Romainville;304;Tram 01 - VDF;304;T1 Est : Noisy-Le-Sec - Val de Fontenay;arrêt;3;3;4;0;0;;;0;1;0;8;0;;1;;1;48.8729166262, 2.44735815998
"{""type"": ""Point"", ""coordinates"": [2.354738574144811, 48.667892845672476]}";Morsang;318;Tram 12;318;Tram-Train Massy-Évry;arrêt;3;3;5;0;0;;;1;0;0;8;0;;1;;1;48.6678928457, 2.35473857414
"{""type"": ""Point"", ""coordinates"": [2.326717840220577, 48.87502934185029]}";Haussmann-Saint-Lazare;414;Train E - Ouest;414;RER E à l'Ouest - Mantes;arrêt;4;4;6;1;1;;;0;1;0;9;0;;1;;1;48.8750293419, 2.32671784022
"{""type"": ""Point"", ""coordinates"": [2.376771315219629, 48.69121312490667]}";Place du Maréchal Leclerc;312;Tram 07;312;T7 : Athis Mons - Juvisy (Phase 2);arrêt;3;3;4;0;0;2;;0;1;0;8;0;;1;;1;48.6912131249, 2.37677131522
"{""type"": ""Point"", ""coordinates"": [2.251123672200108, 48.77877311113929]}";Parc des Sports;316;Tram 10;316;T10 : Tramway Antony - Clamart;arrêt;3;3;4;0;0;;;1;0;0;7;0;;1;;1;48.7787731111, 2.2511236722
"{""type"": ""Point"", ""coordinates"": [2.272513152586373, 48.763815942046705]}";Allende;316;Tram 10;316;T10 : Tramway Antony - Clamart;arrêt;3;3;4;0;0;;;1;0;0;7;0;;1;;1;48.763815942, 2.27251315259
"{""type"": ""Point"", ""coordinates"": [2.282021568209069, 48.76255014587568]}";D128 - Vincent Fayo;316;Tram 10;316;T10 : Tramway Antony - Clamart;arrêt;3;3;4;0;0;;;1;0;0;7;0;;1;;1;48.7625501459, 2.28202156821
"{""type"": ""Point"", ""coordinates"": [2.547113688309972, 48.90493153979945]}";Romain Rolland;308;Tram 04 - CM;308;T4 Clichy - Montfermeil;arrêt;3;3;5;0;0;;;0;1;0;9;0;;1;;1;48.9049315398, 2.54711368831
"{""type"": ""Point"", ""coordinates"": [2.555490038345318, 48.90465609073639]}";Clichy-Montfermeil;308;Tram 04 - CM;308;T4 Clichy - Montfermeil;arrêt;3;3;5;0;0;;;0;1;0;9;0;;1;;1;48.9046560907, 2.55549003835
"{""type"": ""Point"", ""coordinates"": [2.382095171631103, 48.69084933964775]}";Juvisy-sur-Orge;312;Tram 07;312;T7 : Athis Mons - Juvisy (Phase 2);arrêt;3;3;4;1;1;2;;0;1;0;8;0;;1;;1;48.6908493396, 2.38209517163
"{""type"": ""Point"", ""coordinates"": [2.171625048503824, 48.71174283924636]}";Université Paris-Saclay;218;bus Massy - Saclay;218;TCSP Plateau de Saclay (Phase 2);arrêt;2;2;2;0;0;2;;0;1;0;9;0;;1;;1;48.7117428392, 2.1716250485
"{""type"": ""Point"", ""coordinates"": [2.196733592594622, 48.7150022989129]}";Palaiseau - Campus;218;bus Massy - Saclay;218;TCSP Plateau de Saclay (Phase 2);arrêt;2;2;2;0;0;2;;0;1;0;9;0;;1;;1;48.7150022989, 2.19673359259
"{""type"": ""Point"", ""coordinates"": [2.371820878843615, 48.71476652147824]}";Porte de l'Essonne;312;Tram 07;312;T7 : Athis Mons - Juvisy (Phase 2);arrêt;3;3;4;1;1;2;1;0;1;0;8;0;;1;;1;48.7147665215, 2.37182087884
"{""type"": ""Point"", ""coordinates"": [2.41736045987281, 48.9937227623415]}";Villiers-le-Bel - Gonesse - Arnouville;209;bus ligne 20;209;BHNS Gonesse;arrêt;2;2;2;1;1;;;1;0;0;9;0;;1;;1;48.9937227623, 2.41736045987
"{""type"": ""Point"", ""coordinates"": [1.999603609660236, 48.93948681080073]}";Villennes-sur-Seine;414;Train E - Ouest;414;RER E à l'Ouest - Mantes;arrêt;4;4;6;1;0;;;0;1;0;9;0;;1;;1;48.9394868108, 1.99960360966
"{""type"": ""Point"", ""coordinates"": [2.23956817121705, 48.89286497052018]}";La Défense;414;Train E - Ouest;414;RER E à l'Ouest - Mantes;arrêt;4;4;6;0;0;;;0;1;0;9;0;;1;;1;48.8928649705, 2.23956817122
"{""type"": ""Point"", ""coordinates"": [2.280026062741273, 48.70850079293166]}";Champlan;318;Tram 12;318;Tram-Train Massy-Évry;arrêt;3;3;5;1;0;;;1;0;0;8;0;;1;;1;48.7085007929, 2.28002606274
"{""type"": ""Point"", ""coordinates"": [2.546048852576142, 48.90842503476012]}";Le Chêne Pointu;308;Tram 04 - CM;308;T4 Clichy - Montfermeil;arrêt;3;3;5;0;0;;;0;1;0;9;0;;1;;1;48.9084250348, 2.54604885258
"{""type"": ""Point"", ""coordinates"": [2.224296060139083, 48.9178767731022]}";Parc Pierre Lagravère;302;Tram 01 - Colombes;302;T1 Ouest : Asnières - Colombes;arrêt;3;3;4;1;0;;;0;1;0;7;0;;1;;1;48.9178767731, 2.22429606014
"{""type"": ""Point"", ""coordinates"": [2.081743983863537, 48.91394945960638]}";Camp des Loges;319;Tram 13;319;Tangentielle Ouest (Phase 1);arrêt;3;3;5;0;0;1;;0;1;0;8;0;;1;;1;48.9139494596, 2.08174398386
"{""type"": ""Point"", ""coordinates"": [2.512341221036676, 48.91057574547152]}";Victor Hugo;244;TZen3;244;TZen3 : TCSP RN3;arrêt;2;2;3;0;0;;;1;0;0;7;0;;0;;1;48.9105757455, 2.51234122104
"{""type"": ""Point"", ""coordinates"": [2.546978765770109, 48.611636663596684]}";Cueillette;243;TZen2;243;TZen2 : TCSP Melun - Sénart;arrêt;2;2;3;0;0;;;1;0;0;7;0;;1;;1;48.6116366636, 2.54697876577
"{""type"": ""Point"", ""coordinates"": [2.5753497127231, 48.60081579893403]}";Le Parc;243;TZen2;243;TZen2 : TCSP Melun - Sénart;arrêt;2;2;3;0;0;;;1;0;0;7;0;;1;;1;48.6008157989, 2.57534971272
"{""type"": ""Point"", ""coordinates"": [2.660540340827732, 48.54252014032364]}";Charles de Gaulle;243;TZen2;243;TZen2 : TCSP Melun - Sénart;arrêt;2;2;3;0;0;;;1;0;0;7;0;;1;;1;48.5425201403, 2.66054034083
"{""type"": ""Point"", ""coordinates"": [2.659384943537677, 48.538347211828956]}";Saint Aspais;243;TZen2;243;TZen2 : TCSP Melun - Sénart;arrêt;2;2;3;0;0;;;1;0;0;7;0;;1;;1;48.5383472118, 2.65938494354
"{""type"": ""Point"", ""coordinates"": [2.660143989349919, 48.536126430860634]}";Ile Notre-Dame;243;TZen2;243;TZen2 : TCSP Melun - Sénart;arrêt;2;2;3;0;0;;;1;0;0;7;0;;1;;1;48.5361264309, 2.66014398935
"{""type"": ""Point"", ""coordinates"": [2.658555541879073, 48.5326000309053]}";Chapu;243;TZen2;243;TZen2 : TCSP Melun - Sénart;arrêt;2;2;3;0;0;;;1;0;0;7;0;;1;;1;48.5326000309, 2.65855554188
"{""type"": ""Point"", ""coordinates"": [2.655870473704003, 48.532000079714855]}";Thiers;243;TZen2;243;TZen2 : TCSP Melun - Sénart;arrêt;2;2;3;0;0;;;1;0;0;7;0;;1;;1;48.5320000797, 2.6558704737
"{""type"": ""Point"", ""coordinates"": [2.388235140336683, 48.79042859452315]}";Hôtel de Ville de Vitry;315;Tram 09;315;T9 : Tramway Paris - Orly;arrêt;3;3;4;1;0;1;;1;0;0;8;0;;1;;1;48.7904285945, 2.38823514034
"{""type"": ""Point"", ""coordinates"": [2.39383827034194, 48.78300538549812]}";Constant Coquelin;315;Tram 09;315;T9 : Tramway Paris - Orly;arrêt;3;3;4;0;0;1;;1;0;0;8;0;;1;;1;48.7830053855, 2.39383827034
"{""type"": ""Point"", ""coordinates"": [2.402860322191261, 48.76844235887696]}";Verdun-Hoche;315;Tram 09;315;T9 : Tramway Paris - Orly;arrêt;3;3;4;0;0;1;;1;0;0;8;0;;1;;1;48.7684423589, 2.40286032219
"{""type"": ""Point"", ""coordinates"": [2.411910061414505, 48.75454738744507]}";Four-Peary;315;Tram 09;315;T9 : Tramway Paris - Orly;arrêt;3;3;4;0;0;1;;1;0;0;8;0;;1;;1;48.7545473874, 2.41191006141
"{""type"": ""Point"", ""coordinates"": [2.365153605732492, 48.81944403813686]}";Porte de Choisy;315;Tram 09;315;T9 : Tramway Paris - Orly;arrêt;3;3;4;1;1;1;;1;0;0;8;0;;1;;1;48.8194440381, 2.36515360573
"{""type"": ""Point"", ""coordinates"": [2.334571818887043, 48.91311992275509]}";Mairie de Saint-Ouen;122;GPE - m14;122;GPE - ligne 14 - nord - phase 1 - Mairie de St-Ouen;arrêt;1;1;1;1;1;nord/1;;0;1;0;9;0;;0;;1;48.9131199228, 2.33457181889
"{""type"": ""Point"", ""coordinates"": [2.372839696785623, 48.74697870069377]}";Pont de Rungis;122;GPE - m14;122;GPE - ligne 14 - sud;arrêt;1;1;1;0;0;sud;;0;1;0;7;0;;0;;1;48.7469787007, 2.37283969679
"{""type"": ""Point"", ""coordinates"": [2.353782970451354, 48.77490149462789]}";Chevilly Trois Communes;122;GPE - m14;122;GPE - ligne 14 - sud;arrêt;1;1;1;0;0;sud;;0;1;0;7;0;;0;;1;48.7749014946, 2.35378297045
"{""type"": ""Point"", ""coordinates"": [2.302545820721408, 48.81120345742039]}";Châtillon - Montrouge;122;GPE - m15;122;GPE - ligne 15 - sud;arrêt;1;1;1;1;0;sud;;1;0;0;8;0;;0;;1;48.8112034574, 2.30254582072
"{""type"": ""Point"", ""coordinates"": [2.432803714558382, 48.78923473250423]}";Le Vert de Maisons;122;GPE - m15;122;GPE - ligne 15 - sud;arrêt;1;1;1;0;0;sud;;1;0;0;8;0;;0;;1;48.7892347325, 2.43280371456
"{""type"": ""Point"", ""coordinates"": [2.202055549953088, 48.871945843356656]}";Rueil-Suresnes Mont-Valérien;122;GPE - m15;122;GPE - ligne 15 - ouest - phase 1;arrêt;1;1;1;0;0;ouest/1;;1;0;0;7;0;;0;;1;48.8719458434, 2.20205554995
"{""type"": ""Point"", ""coordinates"": [2.239691674339324, 48.909623676735684]}";La Garenne Colombes;122;GPE - m16;122;GPE - ligne 16 - ouest;arrêt;1;1;1;0;0;hyp;;1;0;0;7;0;;0;;1;48.9096236767, 2.23969167434
"{""type"": ""Point"", ""coordinates"": [2.259759156575226, 48.92371890164836]}";Colombes;122;GPE - m16;122;GPE - ligne 16 - ouest;arrêt;1;1;1;0;0;hyp;;1;0;0;7;0;;0;;1;48.9237189016, 2.25975915658
"{""type"": ""Point"", ""coordinates"": [2.554792309946163, 48.904010463911376]}";Clichy-Montfermeil;122;GPE - m16;122;GPE - ligne 16;arrêt;1;1;1;0;0;;;1;0;0;7;0;;0;;1;48.9040104639, 2.55479230995
"{""type"": ""Point"", ""coordinates"": [2.384646333159376, 48.929086806784326]}";La Courneuve-Six Routes;122;GPE - m17;122;GPE - ligne 17 - phase 1;arrêt;1;1;1;1;0;1;;1;0;0;7;0;;0;;1;48.9290868068, 2.38464633316
"{""type"": ""Point"", ""coordinates"": [2.437244995822385, 48.947661637683844]}";Le Bourget Aéroport;122;GPE - m17;122;GPE - ligne 17 - phase 1;arrêt;1;1;1;0;0;1;;1;0;0;7;0;;0;;1;48.9476616377, 2.43724499582
"{""type"": ""Point"", ""coordinates"": [2.570942164850686, 49.004706543669116]}";Aéroport Charles de Gaulle T2;122;GPE - m17;122;GPE - ligne 17 - phase 1;arrêt;1;1;1;0;1;1;;1;0;0;7;0;;0;;1;49.0047065437, 2.57094216485
"{""type"": ""Point"", ""coordinates"": [1.700708477600503, 48.99298837343269]}";;214;bus Mantes la-Jolie;214;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;2;2;0;0;;;1;0;0;3;0;1899-12-30T00:00:00+00:00;0;;1;48.9929883734, 1.7007084776
"{""type"": ""Point"", ""coordinates"": [1.703484606104373, 48.98995821049735]}";;214;bus Mantes la-Jolie;214;TCSP Mantes-la-Jolie/Gare du Mantois;arrêt;2;2;2;1;0;;;1;0;0;3;0;1899-12-30T00:00:00+00:00;0;;1;48.9899582105, 1.7034846061
"{""type"": ""Point"", ""coordinates"": [2.294360376177931, 48.70214147255915]}";Longjumeau;318;Tram 12;318;Tram-Train Massy-Évry;arrêt;3;3;5;1;0;;;1;0;0;8;0;;1;;1;48.7021414726, 2.29436037618
"{""type"": ""Point"", ""coordinates"": [2.415448100577442, 48.62213379457593]}";Delouvrier;318;Tram 12;318;Tram-Train Massy-Évry;arrêt;3;3;5;1;0;;;1;0;0;8;0;;1;;1;48.6221337946, 2.41544810058
"{""type"": ""Point"", ""coordinates"": [2.335359426259654, 48.67063926645665]}";Epinay;318;Tram 12;318;Tram-Train Massy-Évry;arrêt;3;3;5;1;0;;;1;0;0;8;0;;1;;1;48.6706392665, 2.33535942626
"{""type"": ""Point"", ""coordinates"": [2.317449187923372, 48.80970399753328]}";Verdun Sud;102;metro 04;102;ligne 4 à Bagneux;arrêt;1;1;1;0;0;2;;0;1;0;9;0;;1;;1;48.8097039975, 2.31744918792
"{""type"": ""Point"", ""coordinates"": [2.232395169756268, 48.95025680161692]}";Val d'Argenteuil;317;Tram 11;317;Tangentielle Nord : Sartrouville - Epinay (Phase 2);arrêt;3;3;5;1;0;;;1;0;0;7;0;;1;;1;48.9502568016, 2.23239516976
"{""type"": ""Point"", ""coordinates"": [2.329368144322997, 48.95902826956559]}";Epinay-Villetaneuse;317;Tram 11;317;Tangentielle Nord : Epinay - Le Bourget (Phase 1);arrêt;3;3;5;1;0;;;1;0;0;9;0;;1;;1;48.9590282696, 2.32936814432
"{""type"": ""Point"", ""coordinates"": [2.428314221420967, 48.91567801506257]}";Drancy-Bobigny;317;Tram 11;317;Tangentielle Nord : Le Bourget - Noisy-Le-Sec (Phase 2);arrêt;3;3;5;1;0;;;1;0;0;7;0;;1;;1;48.9156780151, 2.42831422142
"{""type"": ""Point"", ""coordinates"": [2.441327984629524, 48.878411813358234]}";Collège Gustave Courbet;304;Tram 01 - VDF;304;T1 Est : Noisy-Le-Sec - Val de Fontenay;arrêt;3;3;4;0;0;;;0;1;0;8;0;;1;;1;48.8784118134, 2.44132798463
"{""type"": ""Point"", ""coordinates"": [2.453290247876753, 48.890440145435456]}";Place Jeanne d'Arc;304;Tram 01 - VDF;304;T1 Est : Noisy-Le-Sec - Val de Fontenay;arrêt;3;3;4;0;0;;1;0;1;0;8;0;;1;;1;48.8904401454, 2.45329024788
"{""type"": ""Point"", ""coordinates"": [2.075243088315694, 48.83648143157308]}";Bailly;319;Tram 13;319;Tangentielle Ouest (Phase 1);arrêt;3;3;5;0;0;1;;0;1;0;8;0;;1;;1;48.8364814316, 2.07524308832
"{""type"": ""Point"", ""coordinates"": [2.373850621093474, 48.65901888279668]}";Viry - Chatillon;318;Tram 12;318;Tram-Train Massy-Évry;arrêt;3;3;5;0;0;;;1;0;0;8;0;;1;;1;48.6590188828, 2.37385062109
"{""type"": ""Point"", ""coordinates"": [2.223738843023635, 48.89758664840728]}";Nanterre - La Folie;414;Train E - Ouest;414;RER E à l'Ouest - Mantes;arrêt;4;4;6;1;0;;;0;1;0;9;0;;1;;1;48.8975866484, 2.22373884302
"{""type"": ""Point"", ""coordinates"": [2.370928221500229, 48.692692908435305]}";Observatoire;312;Tram 07;312;T7 : Athis Mons - Juvisy (Phase 2);arrêt;3;3;4;0;0;2;;0;1;0;8;0;;1;;1;48.6926929084, 2.3709282215
"{""type"": ""Point"", ""coordinates"": [2.078604855828837, 48.81451674695852]}";Allée Royale de Villepreux;319;Tram 13;319;Tangentielle Ouest (Phase 1);arrêt;3;3;5;0;0;1;;0;1;0;8;0;;1;;1;48.814516747, 2.07860485583
"{""type"": ""Point"", ""coordinates"": [2.253374492116987, 48.786188369168464]}";Hôpital Béclère;316;Tram 10;316;T10 : Tramway Antony - Clamart;arrêt;3;3;4;1;0;;;1;0;0;7;0;;1;;1;48.7861883692, 2.25337449212
"{""type"": ""Point"", ""coordinates"": [2.253265651462389, 48.78312891642051]}";Edouard Herriot;316;Tram 10;316;T10 : Tramway Antony - Clamart;arrêt;3;3;4;0;0;;;1;0;0;7;0;;1;;1;48.7831289164, 2.25326565146
"{""type"": ""Point"", ""coordinates"": [2.259692733398718, 48.76552647712183]}";Cinéma Rex;316;Tram 10;316;T10 : Tramway Antony - Clamart;arrêt;3;3;4;0;0;;;1;0;0;7;0;;1;;1;48.7655264771, 2.2596927334
"{""type"": ""Point"", ""coordinates"": [2.304537337829181, 48.76289318166747]}";La Croix de Berny;316;Tram 10;316;T10 : Tramway Antony - Clamart;arrêt;3;3;4;1;1;;;1;0;0;7;0;;1;;1;48.7628931817, 2.30453733783
"{""type"": ""Point"", ""coordinates"": [2.524000418550887, 48.906596179986636]}";République - Marx Dormoy;308;Tram 04 - CM;308;T4 Clichy - Montfermeil;arrêt;3;3;5;0;0;;;0;1;0;9;0;;1;;1;48.90659618, 2.52400041855
"{""type"": ""Point"", ""coordinates"": [2.560099037918603, 48.899376209288015]}";Daniel Perdrigé;308;Tram 04 - CM;308;T4 Clichy - Montfermeil;arrêt;3;3;5;0;0;;;0;1;0;9;0;;1;;1;48.8993762093, 2.56009903792
"{""type"": ""Point"", ""coordinates"": [2.239606895475779, 48.92489149934718]}";Ile Marante;302;Tram 01 - Colombes;302;T1 Ouest : Asnières - Colombes;arrêt;3;3;4;0;0;;;0;1;0;7;0;;1;;1;48.9248914993, 2.23960689548
"{""type"": ""Point"", ""coordinates"": [2.416479643681515, 48.87976125309793]}";Mairie des Lilas;110;metro 11 - RBP;110;ligne 11 à Rosny-Bois-Perrier;arrêt;1;1;1;1;1;;;0;1;0;9;0;;1;;1;48.8797612531, 2.41647964368
"{""type"": ""Point"", ""coordinates"": [2.162721090983371, 48.71119378813012]}";Joliot-Curie;218;bus Massy - Saclay;218;TCSP Plateau de Saclay (Phase 2);arrêt;2;2;2;0;0;2;;0;1;0;9;0;;1;;1;48.7111937881, 2.16272109098
